id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
78590,kamil,wilczek,21/22,2022-01-31,FC Copenhagen,Piast Gliwice,500000,free transfer
78590,kamil,wilczek,20/21,2020-08-06,Göztepe,FC Copenhagen,1000000,900000
78590,kamil,wilczek,19/20,2020-01-22,Bröndby IF,Göztepe,1700000,1070000
78590,kamil,wilczek,15/16,2016-01-22,Carpi,Bröndby IF,700000,225000
78590,kamil,wilczek,15/16,2015-07-01,Piast Gliwice,Carpi,850000,free transfer
78590,kamil,wilczek,13/14,2013-07-01,Zaglebie Lubin,Piast Gliwice,300000,free transfer
78590,kamil,wilczek,10/11,2010-07-01,Piast Gliwice,Zaglebie Lubin,300000,350000
78590,kamil,wilczek,08/09,2009-01-01,GKS Jastrzebie,Piast Gliwice,0,free transfer
78590,kamil,wilczek,07/08,2007-09-01,Elche Ilicitano,GKS Jastrzebie,0,free transfer
78590,kamil,wilczek,06/07,2007-01-01,UD Horadada,Elche Ilicitano,0,free transfer
78590,kamil,wilczek,06/07,2006-07-01,Silesia Lubomia,UD Horadada,0,free transfer
78590,kamil,wilczek,05/06,2005-07-01,WSP Wodzislaw,Silesia Lubomia,0,free transfer
