id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
340977,virgil,ghita,21/22,2022-02-28,FCV Farul,Cracovia,1400000,1200000
340977,virgil,ghita,17/18,2017-07-01,FC Viitorul U19,FC Viitorul,50000,0
340977,virgil,ghita,16/17,2016-07-01,Academia Hagi,FC Viitorul U19,0,0
