id,name,season,competition,gamesPlayed,goals,minutes
67655,daniel-lukasik,22/23,Ekstraklasa,9,0,239
67655,daniel-lukasik,22/23,Fortuna Puchar Polski,3,0,62
67655,daniel-lukasik,21/22,Ekstraklasa,12,0,873
67655,daniel-lukasik,21/22,1.Lig,1,0,57
67655,daniel-lukasik,20/21,Süper Lig,23,2,1496
67655,daniel-lukasik,20/21,Türkiye Kupasi,0,0,0
67655,daniel-lukasik,19/20,Süper Lig,14,0,1204
67655,daniel-lukasik,19/20,Ekstraklasa,15,0,1151
67655,daniel-lukasik,19/20,Fortuna Puchar Polski,2,0,135
67655,daniel-lukasik,19/20,Kwalifikacje do Ligi Europy,2,0,147
67655,daniel-lukasik,19/20,Superpuchar,1,0,90
67655,daniel-lukasik,18/19,Ekstraklasa,34,1,2825
67655,daniel-lukasik,18/19,Fortuna Puchar Polski,4,1,360
67655,daniel-lukasik,17/18,Ekstraklasa,32,0,2528
67655,daniel-lukasik,17/18,Fortuna Puchar Polski,1,0,82
67655,daniel-lukasik,16/17,2. Bundesliga,19,1,903
67655,daniel-lukasik,16/17,DFB-Pokal,2,0,106
67655,daniel-lukasik,16/17,Oberliga Baden-Württemberg,1,0,61
67655,daniel-lukasik,15/16,Ekstraklasa,20,1,1289
67655,daniel-lukasik,15/16,Fortuna Puchar Polski,2,0,130
67655,daniel-lukasik,14/15,Ekstraklasa,27,0,1666
67655,daniel-lukasik,13/14,Ekstraklasa,13,0,667
67655,daniel-lukasik,13/14,Liga Europy,0,0,0
67655,daniel-lukasik,13/14,Kwalifikacje do Ligi Mistrzów,0,0,0
67655,daniel-lukasik,13/14,Fortuna Puchar Polski,1,0,69
67655,daniel-lukasik,12/13,Ekstraklasa,22,0,1575
67655,daniel-lukasik,12/13,Fortuna Puchar Polski,4,0,139
67655,daniel-lukasik,12/13,Liga Europy,2,0,177
67655,daniel-lukasik,12/13,Superpuchar,1,0,50
67655,daniel-lukasik,12/13,Kwalifikacje do Ligi Europy,4,0,285
67655,daniel-lukasik,11/12,Ekstraklasa,2,0,32
67655,daniel-lukasik,11/12,Fortuna Puchar Polski,2,0,110
67655,daniel-lukasik,11/12,Liga Europy,1,0,60
67655,daniel-lukasik,09/10,Viareggio,1,0,78
