id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
117469,pawel,olkowski,22/23,2022-07-01,Gaziantep FK,Górnik Zabrze,125000,free transfer
117469,pawel,olkowski,19/20,2019-07-09,Bolton,Gaziantep FK,1250000,free transfer
117469,pawel,olkowski,18/19,2018-07-10,1. FC Köln,Bolton,1000000,free transfer
117469,pawel,olkowski,14/15,2014-07-01,Górnik Zabrze,1. FC Köln,900000,free transfer
117469,pawel,olkowski,11/12,2011-07-01,GKS Katowice,Górnik Zabrze,200000,55000
117469,pawel,olkowski,10/11,2011-06-01,Gwarek Zabrze,GKS Katowice,200000,15000
117469,pawel,olkowski,10/11,2011-05-01,GKS Katowice,Gwarek Zabrze,200000,End of loan
117469,pawel,olkowski,10/11,2010-07-01,Gwarek Zabrze,GKS Katowice,0,loan transfer
117469,pawel,olkowski,09/10,2010-06-30,Lubin II,Gwarek Zabrze,0,End of loan
117469,pawel,olkowski,09/10,2009-08-01,Gwarek Zabrze,Lubin II,0,loan transfer
117469,pawel,olkowski,09/10,2009-07-01,Gwarek U19,Gwarek Zabrze,0,0
