id,name,dates,marketValue
289172,bartlomiej-zynel,2015-07-02,50000
289172,bartlomiej-zynel,2015-11-30,75000
289172,bartlomiej-zynel,2016-05-29,75000
289172,bartlomiej-zynel,2016-12-02,75000
289172,bartlomiej-zynel,2017-05-26,175000
289172,bartlomiej-zynel,2017-12-12,175000
289172,bartlomiej-zynel,2018-06-12,175000
289172,bartlomiej-zynel,2019-01-24,150000
289172,bartlomiej-zynel,2019-06-28,150000
289172,bartlomiej-zynel,2020-01-14,100000
289172,bartlomiej-zynel,2021-01-18,100000
289172,bartlomiej-zynel,2021-09-14,0
289172,bartlomiej-zynel,2022-09-28,25000
289172,bartlomiej-zynel,2022-11-15,25000
