season,date,sourceTeam,destTeam,marketValue,price
19/20,2020-02-25,Hakoah Amidar,Rakow,0,free transfer
19/20,2020-02-11,KAA Gent U21,Hakoah Amidar,0,free transfer
18/19,2018-07-30,Barça U18,KAA Gent U21,0,free transfer
16/17,2017-01-23,IMG Soccer,Barça U18,0,free transfer
15/16,2015-07-01,Barça U16,IMG Soccer,0,free transfer
