id,firstName,lastName,dates,marketValue
100591,dino,stiglec,2009-02-21,50000
100591,dino,stiglec,2009-09-27,25000
100591,dino,stiglec,2010-10-04,50000
100591,dino,stiglec,2011-09-26,300000
100591,dino,stiglec,2012-03-08,500000
100591,dino,stiglec,2012-09-29,400000
100591,dino,stiglec,2013-03-02,300000
100591,dino,stiglec,2014-09-30,400000
100591,dino,stiglec,2015-03-16,400000
100591,dino,stiglec,2015-09-13,500000
100591,dino,stiglec,2016-03-13,500000
100591,dino,stiglec,2016-09-13,600000
100591,dino,stiglec,2017-07-15,600000
100591,dino,stiglec,2018-02-20,600000
100591,dino,stiglec,2018-08-02,600000
100591,dino,stiglec,2019-03-07,600000
100591,dino,stiglec,2019-06-23,650000
100591,dino,stiglec,2020-01-14,750000
100591,dino,stiglec,2020-04-07,600000
100591,dino,stiglec,2020-08-17,800000
100591,dino,stiglec,2021-01-18,800000
100591,dino,stiglec,2021-05-20,600000
100591,dino,stiglec,2021-10-14,450000
100591,dino,stiglec,2021-12-30,450000
100591,dino,stiglec,2022-06-13,350000
100591,dino,stiglec,2022-12-19,250000
