id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
194139,fabian,hiszpanski,22/23,2022-07-05,Arka Gdynia,Stal Mielec,100000,free transfer
194139,fabian,hiszpanski,20/21,2021-01-07,KKS Kalisz,Arka Gdynia,50000,free transfer
194139,fabian,hiszpanski,19/20,2019-08-29,Bytovia Bytow,KKS Kalisz,50000,free transfer
194139,fabian,hiszpanski,18/19,2019-01-01,Wisla Plock II,Bytovia Bytow,150000,free transfer
194139,fabian,hiszpanski,17/18,2018-04-01,Without Club,Wisla Plock II,150000,0
194139,fabian,hiszpanski,17/18,2017-07-11,Wisla Pulawy,Without Club,150000,0
194139,fabian,hiszpanski,16/17,2016-09-22,Without Club,Wisla Pulawy,200000,0
194139,fabian,hiszpanski,16/17,2016-07-12,Podbeskidzie,Without Club,200000,0
194139,fabian,hiszpanski,15/16,2016-06-30,Wisla Plock,Podbeskidzie,200000,End of loan
194139,fabian,hiszpanski,15/16,2016-02-09,Podbeskidzie,Wisla Plock,200000,loan transfer
194139,fabian,hiszpanski,15/16,2015-08-06,Wisla Plock,Podbeskidzie,250000,50000
194139,fabian,hiszpanski,10/11,2011-01-01,Wisla Plock U19,Wisla Plock,0,0
