season,date,sourceTeam,destTeam,marketValue,price
22/23,2022-08-29,Górnik Zabrze,Benevento,2000000,1200000
20/21,2020-07-31,Chrobry Glogow,Górnik Zabrze,100000,End of loan
19/20,2019-09-02,Górnik Zabrze,Chrobry Glogow,100000,loan transfer
18/19,2018-07-05,Gornik II,Górnik Zabrze,0,0
17/18,2017-07-01,C-G Zywiec,Gornik II,0,0
