id,name,dates,marketValue
251930,jorge-felix,2016-07-31,300000
251930,jorge-felix,2017-02-01,300000
251930,jorge-felix,2017-06-29,300000
251930,jorge-felix,2017-12-31,300000
251930,jorge-felix,2018-05-29,300000
251930,jorge-felix,2019-01-24,300000
251930,jorge-felix,2019-06-28,650000
251930,jorge-felix,2020-01-14,1000000
251930,jorge-felix,2020-04-07,800000
251930,jorge-felix,2020-08-24,2000000
251930,jorge-felix,2020-12-22,1200000
251930,jorge-felix,2021-03-15,800000
251930,jorge-felix,2021-05-20,800000
251930,jorge-felix,2021-10-11,800000
251930,jorge-felix,2022-01-03,700000
251930,jorge-felix,2022-03-30,600000
251930,jorge-felix,2022-05-31,500000
251930,jorge-felix,2022-11-15,350000
