id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
514674,conrado,-,22/23,Ekstraklasa,21,0,1386
514674,conrado,-,22/23,Fortuna Puchar Polski,2,0,103
514674,conrado,-,22/23,UECL Kwalifikacje,4,0,209
514674,conrado,-,21/22,Ekstraklasa,33,1,2069
514674,conrado,-,21/22,Fortuna Puchar Polski,2,0,89
514674,conrado,-,20/21,Ekstraklasa,27,3,1601
514674,conrado,-,20/21,Fortuna Puchar Polski,2,0,117
514674,conrado,-,19/20,Fortuna Puchar Polski,3,0,133
514674,conrado,-,19/20,Ekstraklasa,12,1,595
514674,conrado,-,2019,Série B,12,0,1080
514674,conrado,-,2019,Série B,5,0,386
514674,conrado,-,2018,Série B,30,1,2664
514674,conrado,-,2017,Série A,5,0,385
