id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
93768,richard,strebinger,22/23,2023-02-02,Without Club,SV Ried,700000,0
93768,richard,strebinger,22/23,2022-07-01,Legia Warszawa,Without Club,900000,0
93768,richard,strebinger,21/22,2022-02-20,Rapid Vienna,Legia Warszawa,900000,free transfer
93768,richard,strebinger,15/16,2015-07-01,Werder Bremen,Rapid Vienna,200000,500000
93768,richard,strebinger,14/15,2015-06-30,Jahn Regensburg,Werder Bremen,200000,End of loan
93768,richard,strebinger,14/15,2015-01-27,Werder Bremen,Jahn Regensburg,200000,loan transfer
93768,richard,strebinger,12/13,2012-07-01,Hertha BSC II,Werder Bremen,150000,free transfer
93768,richard,strebinger,11/12,2011-07-01,Hertha BSC U19,Hertha BSC II,75000,0
93768,richard,strebinger,10/11,2010-07-01,Hertha BSC U17,Hertha BSC U19,0,0
93768,richard,strebinger,08/09,2008-07-01,St. Pölten U15,Hertha BSC U17,0,free transfer
93768,richard,strebinger,07/08,2007-07-01,FV Club 83 Yth.,St. Pölten U15,0,0
93768,richard,strebinger,03/04,2003-07-01,Piesting Yth.,FV Club 83 Yth.,0,0
