id,name,dates,marketValue
146712,jakub-jugas,2012-08-06,200000
146712,jakub-jugas,2012-10-29,300000
146712,jakub-jugas,2013-09-23,400000
146712,jakub-jugas,2014-05-07,400000
146712,jakub-jugas,2015-10-14,400000
146712,jakub-jugas,2016-08-02,500000
146712,jakub-jugas,2016-10-15,700000
146712,jakub-jugas,2016-12-18,800000
146712,jakub-jugas,2017-06-09,1000000
146712,jakub-jugas,2017-10-06,1250000
146712,jakub-jugas,2017-12-20,1500000
146712,jakub-jugas,2018-07-13,1500000
146712,jakub-jugas,2018-12-29,1250000
146712,jakub-jugas,2019-06-24,1250000
146712,jakub-jugas,2019-12-06,1250000
146712,jakub-jugas,2020-04-07,1000000
146712,jakub-jugas,2020-07-09,750000
146712,jakub-jugas,2020-12-26,650000
146712,jakub-jugas,2021-06-24,650000
146712,jakub-jugas,2021-10-14,500000
146712,jakub-jugas,2021-12-30,400000
146712,jakub-jugas,2022-06-13,400000
146712,jakub-jugas,2022-11-15,500000
