id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
435807,alasana,manneh,22/23,2022-08-31,Górnik Zabrze,Odense BK,1200000,600000
435807,alasana,manneh,19/20,2019-07-12,Barcelona B,Górnik Zabrze,500000,free transfer
435807,alasana,manneh,18/19,2019-06-30,Etar,Barcelona B,500000,End of loan
435807,alasana,manneh,18/19,2018-08-13,Barcelona B,Etar,150000,loan transfer
435807,alasana,manneh,17/18,2018-06-30,Etar,Barcelona B,150000,End of loan
435807,alasana,manneh,17/18,2018-01-23,Barcelona B,Etar,100000,loan transfer
435807,alasana,manneh,17/18,2018-01-22,CE Sabadell,Barcelona B,100000,End of loan
435807,alasana,manneh,17/18,2017-08-21,Barcelona B,CE Sabadell,100000,loan transfer
435807,alasana,manneh,17/18,2017-07-01,Barça U19,Barcelona B,0,0
435807,alasana,manneh,16/17,2016-07-01,ASPIRE Academy,Barça U19,0,0
