id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
195308,luis,machado,21/22,2021-07-01,NorthEast Utd.,Radomiak,400000,free transfer
195308,luis,machado,20/21,2020-09-26,Moreirense,NorthEast Utd.,400000,0
195308,luis,machado,19/20,2019-07-01,Feirense,Moreirense,500000,free transfer
195308,luis,machado,15/16,2016-01-06,Tondela,Feirense,350000,free transfer
195308,luis,machado,14/15,2014-07-05,Freamunde,Tondela,150000,0
195308,luis,machado,11/12,2011-07-01,Freamunde U19,Freamunde,0,0
195308,luis,machado,10/11,2010-07-01,USC Paredes Y19,Freamunde U19,0,0
195308,luis,machado,08/09,2008-07-01,Paredes Y17,USC Paredes Y19,0,0
195308,luis,machado,07/08,2007-07-01,Paredes Y15,Paredes Y17,0,0
195308,luis,machado,05/06,2005-07-01,Paredes Youth,Paredes Y15,0,0
