season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-01-22,Without Club,Korona Kielce,200000,free transfer
21/22,2021-08-31,Real Valladolid,Without Club,200000,0
20/21,2021-06-30,CD Numancia,Real Valladolid,200000,End of loan
20/21,2020-09-19,Real Valladolid,CD Numancia,250000,loan transfer
20/21,2020-08-01,Valladolid Prom,Real Valladolid,250000,0
16/17,2016-07-01,Valladolid U19,R. Valladolid B,0,0
