id,firstName,lastName,dates,marketValue
136744,mike,cestor,2017-02-19,150000
136744,mike,cestor,2018-03-23,100000
136744,mike,cestor,2018-12-22,400000
136744,mike,cestor,2019-04-03,550000
136744,mike,cestor,2019-06-17,850000
136744,mike,cestor,2019-12-20,1000000
136744,mike,cestor,2020-04-07,800000
136744,mike,cestor,2020-08-04,750000
136744,mike,cestor,2020-12-17,650000
136744,mike,cestor,2021-06-02,450000
136744,mike,cestor,2021-09-29,600000
136744,mike,cestor,2021-12-21,750000
136744,mike,cestor,2022-04-20,600000
136744,mike,cestor,2022-09-29,500000
136744,mike,cestor,2022-12-20,500000
