id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
209063,marius,briceag,22/23,2023-01-25,U Cluj,Korona Kielce,450000,50000
209063,marius,briceag,22/23,2022-07-01,FC Voluntari,U Cluj,500000,free transfer
209063,marius,briceag,21/22,2021-07-01,FCSB,FC Voluntari,300000,free transfer
209063,marius,briceag,20/21,2021-06-30,FC Voluntari,FCSB,300000,End of loan
209063,marius,briceag,20/21,2021-01-01,FCSB,FC Voluntari,250000,loan transfer
209063,marius,briceag,20/21,2020-08-10,Univ. Craiova,FCSB,150000,free transfer
209063,marius,briceag,15/16,2016-06-30,FC Voluntari,Univ. Craiova,350000,End of loan
209063,marius,briceag,15/16,2015-09-07,Univ. Craiova,FC Voluntari,300000,loan transfer
209063,marius,briceag,14/15,2015-01-05,Ramnicu Valcea,Univ. Craiova,300000,100000
209063,marius,briceag,13/14,2013-08-03,FC Arges,Ramnicu Valcea,300000,free transfer
209063,marius,briceag,10/11,2010-07-01,FC Arges U19,FC Arges,0,0
