season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-06-30,Gornik Polk.,Lech Poznan,200000,End of loan
21/22,2022-01-13,Lech Poznan,Gornik Polk.,200000,loan transfer
20/21,2021-01-27,Lech Poznan II,Lech Poznan,-,-
20/21,2020-08-07,Lech Academy,Lech Poznan II,-,-
