id,name,dates,marketValue
58427,kyrylo-petrov,2008-10-20,50000
58427,kyrylo-petrov,2008-12-09,150000
58427,kyrylo-petrov,2008-12-29,200000
58427,kyrylo-petrov,2009-08-05,300000
58427,kyrylo-petrov,2009-09-21,700000
58427,kyrylo-petrov,2010-08-28,500000
58427,kyrylo-petrov,2010-12-31,500000
58427,kyrylo-petrov,2012-01-04,900000
58427,kyrylo-petrov,2012-07-01,1000000
58427,kyrylo-petrov,2013-06-14,1000000
58427,kyrylo-petrov,2014-07-20,550000
58427,kyrylo-petrov,2015-12-14,550000
58427,kyrylo-petrov,2016-07-20,300000
58427,kyrylo-petrov,2016-09-29,400000
58427,kyrylo-petrov,2017-01-02,600000
58427,kyrylo-petrov,2018-12-26,750000
58427,kyrylo-petrov,2019-05-24,750000
58427,kyrylo-petrov,2019-12-26,700000
58427,kyrylo-petrov,2020-04-07,550000
58427,kyrylo-petrov,2020-09-03,300000
58427,kyrylo-petrov,2021-01-13,500000
58427,kyrylo-petrov,2021-06-06,500000
58427,kyrylo-petrov,2021-12-19,400000
58427,kyrylo-petrov,2022-06-23,350000
58427,kyrylo-petrov,2022-09-28,300000
58427,kyrylo-petrov,2022-11-15,250000
