id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
58427,kyrylo,petrov,21/22,2022-04-06,Kolos Kovalivka,Korona Kielce,400000,free transfer
58427,kyrylo,petrov,19/20,2020-01-13,Neftchi Baku,Kolos Kovalivka,700000,free transfer
58427,kyrylo,petrov,16/17,2017-01-05,Olimpik Donetsk,Neftchi Baku,600000,free transfer
58427,kyrylo,petrov,15/16,2016-02-15,Ordabasy,Olimpik Donetsk,550000,free transfer
58427,kyrylo,petrov,14/15,2015-01-15,Korona Kielce,Ordabasy,550000,free transfer
58427,kyrylo,petrov,13/14,2014-02-25,Arsenal Kyiv,Korona Kielce,1000000,free transfer
58427,kyrylo,petrov,13/14,2013-07-01,Dynamo Kyiv,Arsenal Kyiv,1000000,0
58427,kyrylo,petrov,12/13,2013-06-30,Goverla,Dynamo Kyiv,1000000,End of loan
58427,kyrylo,petrov,12/13,2013-01-14,Dynamo Kyiv,Goverla,1000000,loan transfer
58427,kyrylo,petrov,12/13,2012-12-31,Kryvbas,Dynamo Kyiv,1000000,End of loan
58427,kyrylo,petrov,10/11,2010-07-01,Dynamo Kyiv,Kryvbas,700000,loan transfer
58427,kyrylo,petrov,09/10,2010-01-01,Dynamo Kyiv II,Dynamo Kyiv,700000,0
58427,kyrylo,petrov,09/10,2009-08-01,Dynamo 2 Kyiv,Dynamo Kyiv II,200000,0
58427,kyrylo,petrov,06/07,2006-07-01,Dynamo Kyiv U17,Dynamo 2 Kyiv,0,0
