id,name,dates,marketValue
240458,grzegorz-tomasiewicz,2015-03-13,150000
240458,grzegorz-tomasiewicz,2015-06-29,150000
240458,grzegorz-tomasiewicz,2016-01-16,150000
240458,grzegorz-tomasiewicz,2016-09-03,175000
240458,grzegorz-tomasiewicz,2017-03-01,175000
240458,grzegorz-tomasiewicz,2017-07-04,225000
240458,grzegorz-tomasiewicz,2018-01-24,200000
240458,grzegorz-tomasiewicz,2018-07-02,200000
240458,grzegorz-tomasiewicz,2019-02-20,100000
240458,grzegorz-tomasiewicz,2019-07-17,150000
240458,grzegorz-tomasiewicz,2020-02-27,200000
240458,grzegorz-tomasiewicz,2020-08-26,250000
240458,grzegorz-tomasiewicz,2021-01-18,300000
240458,grzegorz-tomasiewicz,2021-05-20,300000
240458,grzegorz-tomasiewicz,2021-10-14,450000
240458,grzegorz-tomasiewicz,2021-12-30,650000
240458,grzegorz-tomasiewicz,2022-04-06,800000
240458,grzegorz-tomasiewicz,2022-06-13,800000
240458,grzegorz-tomasiewicz,2022-09-28,700000
240458,grzegorz-tomasiewicz,2022-11-15,600000
