id,firstName,lastName,season,competition,gamesPlayed,goals,minutes
281332,kamil,koscielny,22/23,Ekstraklasa,8,0,313
281332,kamil,koscielny,22/23,Fortuna Puchar Polski,1,0,90
281332,kamil,koscielny,21/22,1 Liga,15,2,1350
281332,kamil,koscielny,21/22,Ekstraklasa,8,0,142
281332,kamil,koscielny,21/22,Fortuna Puchar Polski,1,0,27
281332,kamil,koscielny,20/21,Ekstraklasa,14,0,1241
281332,kamil,koscielny,20/21,Fortuna Puchar Polski,2,0,164
281332,kamil,koscielny,19/20,Ekstraklasa,17,3,1415
281332,kamil,koscielny,19/20,Fortuna Puchar Polski,2,0,132
281332,kamil,koscielny,18/19,Fortuna Puchar Polski,2,0,180
281332,kamil,koscielny,18/19,Fortuna 1 Liga,12,1,747
281332,kamil,koscielny,17/18,Nice 1 Liga,4,0,199
281332,kamil,koscielny,17/18,Nice 1 Liga,14,1,838
281332,kamil,koscielny,17/18,Fortuna Puchar Polski,0,0,0
281332,kamil,koscielny,16/17,Baraże o udział w 1 lidze,2,0,180
281332,kamil,koscielny,16/17,eWinner 2 liga,32,0,2880
281332,kamil,koscielny,16/17,Fortuna Puchar Polski,3,0,193
281332,kamil,koscielny,15/16,eWinner 2 liga,13,3,1170
281332,kamil,koscielny,15/16,eWinner 2 liga,18,2,1574
281332,kamil,koscielny,15/16,Fortuna Puchar Polski,2,0,180
281332,kamil,koscielny,14/15,eWinner 2 liga,27,2,2430
281332,kamil,koscielny,13/14,2 Liga - Grupa wschodnia,27,4,2411
