id,firstName,lastName,season,date,sourceTeam,destTeam,marketValue,price
225165,joel,pereira,21/22,2021-07-01,Omonia Nikosia,Lech Poznan,800000,100000
225165,joel,pereira,20/21,2021-06-30,Gil Vicente,Omonia Nikosia,800000,End of loan
225165,joel,pereira,20/21,2020-08-13,Omonia Nikosia,Gil Vicente,400000,loan transfer
225165,joel,pereira,19/20,2020-06-30,Spartak Trnava,Omonia Nikosia,400000,End of loan
225165,joel,pereira,19/20,2020-01-31,Omonia Nikosia,Spartak Trnava,500000,loan transfer
225165,joel,pereira,19/20,2019-07-01,Doxa Katokopias,Omonia Nikosia,500000,60000
225165,joel,pereira,18/19,2018-07-08,Académico Viseu,Doxa Katokopias,550000,free transfer
225165,joel,pereira,16/17,2017-01-31,Guimarães B,Académico Viseu,75000,0
225165,joel,pereira,15/16,2015-07-01,Guimarães U19,Guimarães B,0,0
225165,joel,pereira,13/14,2013-07-01,FC Porto U17,Guimarães U19,0,free transfer
225165,joel,pereira,11/12,2012-06-01,Padroense Sub19,FC Porto U17,0,End of loan
225165,joel,pereira,11/12,2011-08-01,FC Porto U17,Padroense Sub19,0,loan transfer
225165,joel,pereira,11/12,2011-07-01,FC Porto U15,FC Porto U17,0,0
225165,joel,pereira,09/10,2009-07-01,FC Porto Youth,FC Porto U15,0,0
