season,date,sourceTeam,destTeam,marketValue,price
18/19,2019-06-30,Wigry Suwalki,Slask Wroclaw,200000,End of loan
18/19,2019-01-01,Slask Wroclaw,Wigry Suwalki,100000,loan transfer
18/19,2018-12-31,Stal Mielec,Slask Wroclaw,100000,End of loan
18/19,2018-07-01,Slask Wroclaw,Stal Mielec,75000,loan transfer
17/18,2017-11-23,Sl. Wroclaw II,Slask Wroclaw,-,-
16/17,2016-07-01,Slask U19,Sl. Wroclaw II,-,-
