id,firstName,lastName,yearOfBirth,nationality,height,position,u15,u16,u17,u18,u19,u20,u21,team
153667,bartlomiej,pawlowski,1992,Poland,"1,78",Attacking Midfield,0,0,0,0,10,0,13,0
