id,name,dates,marketValue
345460,przemyslaw-bargiel,2016-07-23,100000
345460,przemyslaw-bargiel,2017-01-20,300000
345460,przemyslaw-bargiel,2018-06-29,250000
345460,przemyslaw-bargiel,2019-06-13,175000
345460,przemyslaw-bargiel,2020-01-14,150000
345460,przemyslaw-bargiel,2020-08-17,100000
345460,przemyslaw-bargiel,2021-01-18,100000
345460,przemyslaw-bargiel,2021-05-20,100000
345460,przemyslaw-bargiel,2021-12-30,100000
345460,przemyslaw-bargiel,2022-04-06,50000
345460,przemyslaw-bargiel,2022-06-13,50000
345460,przemyslaw-bargiel,2022-11-15,50000
