id,firstName,lastName,yearOfBirth,nationality,height,position,u15,u16,u17,u18,u19,u20,u21,team
1033044,bartlomiej,jelonek,2001,Poland,"1,88",Goalkeeper,0,0,0,0,0,0,0,0
