id,name,dates,marketValue
267141,jacek-podgorski,2013-07-24,50000
267141,jacek-podgorski,2013-10-27,50000
267141,jacek-podgorski,2016-09-03,50000
267141,jacek-podgorski,2017-03-01,100000
267141,jacek-podgorski,2017-08-15,150000
267141,jacek-podgorski,2018-01-24,150000
267141,jacek-podgorski,2018-07-02,125000
267141,jacek-podgorski,2019-02-20,75000
267141,jacek-podgorski,2019-07-17,100000
267141,jacek-podgorski,2020-02-27,75000
267141,jacek-podgorski,2021-02-23,125000
267141,jacek-podgorski,2021-06-29,175000
267141,jacek-podgorski,2022-01-13,250000
267141,jacek-podgorski,2022-06-23,400000
267141,jacek-podgorski,2022-09-28,300000
267141,jacek-podgorski,2022-11-15,250000
