season,date,sourceTeam,destTeam,marketValue,price
22/23,2023-01-01,Korona Kielce,Dinamo Batumi,200000,free transfer
21/22,2022-03-29,Zulte Waregem,Korona Kielce,250000,free transfer
20/21,2020-07-27,Tobol Kostanay,Zulte Waregem,1000000,End of loan
19/20,2020-02-19,Zulte Waregem,Tobol Kostanay,1300000,loan transfer
19/20,2019-07-02,Arka Gdynia,Zulte Waregem,1000000,1000000
16/17,2017-01-14,FC Locomotive,Arka Gdynia,200000,free transfer
16/17,2016-07-15,KRC Genk,FC Locomotive,150000,free transfer
14/15,2014-07-01,FC Locomotive,KRC Genk,100000,800000
