season,date,sourceTeam,destTeam,marketValue,price
21/22,2021-07-01,Legia Warszawa,Górnik Zabrze,250000,free transfer
19/20,2020-01-10,Slask Wroclaw,Legia Warszawa,400000,60000
17/18,2018-02-28,Stal Mielec,Slask Wroclaw,150000,25000
14/15,2014-07-18,P. Niepolomice,Stal Mielec,150000,free transfer
11/12,2011-07-01,SMS Lodz,P. Niepolomice,0,free transfer
07/08,2008-02-01,UKS SMS Balucz,SMS Lodz,0,free transfer
07/08,2007-07-01,UKS SMS U19,UKS SMS Balucz,0,free transfer
