id,name,season,competition,gamesPlayed,goals,minutes
38746,tomas-pekhart,22/23,Ekstraklasa,2,1,42
38746,tomas-pekhart,22/23,Süper Lig,12,1,440
38746,tomas-pekhart,22/23,Türkiye Kupasi,1,1,75
38746,tomas-pekhart,21/22,Ekstraklasa,31,9,2000
38746,tomas-pekhart,21/22,Fortuna Puchar Polski,3,0,218
38746,tomas-pekhart,21/22,Liga Europy,4,0,42
38746,tomas-pekhart,21/22,Kwalifikacje do Ligi Europy,1,0,34
38746,tomas-pekhart,21/22,Kwalifikacje do Ligi Mistrzów,5,1,165
38746,tomas-pekhart,21/22,Superpuchar,1,0,90
38746,tomas-pekhart,20/21,Ekstraklasa,25,22,2053
38746,tomas-pekhart,20/21,Fortuna Puchar Polski,3,1,119
38746,tomas-pekhart,20/21,Superpuchar,1,0,66
38746,tomas-pekhart,20/21,Kwalifikacje do Ligi Europy,2,1,162
38746,tomas-pekhart,20/21,Kwalifikacje do Ligi Mistrzów,2,0,131
38746,tomas-pekhart,19/20,Ekstraklasa,11,5,643
38746,tomas-pekhart,19/20,Fortuna Puchar Polski,1,0,57
38746,tomas-pekhart,19/20,LaLiga SmartBank,17,5,813
38746,tomas-pekhart,19/20,Puchar Króla,1,0,64
38746,tomas-pekhart,18/19,LaLiga 1|2|3,14,1,161
38746,tomas-pekhart,18/19,Puchar Króla,1,0,90
38746,tomas-pekhart,18/19,Kwalifikacje do Ligi Europy,1,0,31
38746,tomas-pekhart,18/19,Kwalifikacje do Ligi Mistrzów,1,0,11
38746,tomas-pekhart,17/18,Ligat ha'Al -  Championship round,7,2,312
38746,tomas-pekhart,17/18,Ligat ha'Al,21,8,1156
38746,tomas-pekhart,17/18,Gavia haMedina,2,0,102
38746,tomas-pekhart,17/18,Liga Europy,5,0,313
38746,tomas-pekhart,17/18,Kwalifikacje do Ligi Mistrzów,2,0,59
38746,tomas-pekhart,17/18,Aluf haAlufim,1,1,60
38746,tomas-pekhart,16/17,SL Play-off,3,0,73
38746,tomas-pekhart,16/17,Super League,23,9,1301
38746,tomas-pekhart,16/17,Kypello Elladas,4,3,220
38746,tomas-pekhart,16/17,Kwalifikacje do Ligi Europy,1,0,45
38746,tomas-pekhart,15/16,SL Play-off,5,0,76
38746,tomas-pekhart,15/16,Kypello Elladas,3,0,22
38746,tomas-pekhart,15/16,Super League,9,3,432
38746,tomas-pekhart,15/16,Bundesliga,4,0,81
38746,tomas-pekhart,15/16,DFB-Pokal,1,0,26
38746,tomas-pekhart,14/15,2. Bundesliga,12,0,72
38746,tomas-pekhart,14/15,2. Bundesliga,3,0,106
38746,tomas-pekhart,14/15,DFB-Pokal,0,0,0
38746,tomas-pekhart,13/14,Bundesliga,23,1,803
38746,tomas-pekhart,13/14,Regionalliga Bayern,1,0,45
38746,tomas-pekhart,13/14,DFB-Pokal,0,0,0
38746,tomas-pekhart,12/13,Bundesliga,31,4,2009
38746,tomas-pekhart,12/13,DFB-Pokal,1,0,48
38746,tomas-pekhart,11/12,Bundesliga,31,9,2538
38746,tomas-pekhart,11/12,DFB-Pokal,3,1,270
38746,tomas-pekhart,10/11,Gambrinus Liga,9,7,514
38746,tomas-pekhart,10/11,Liga Europy,2,0,12
38746,tomas-pekhart,10/11,Gambrinus Liga,15,11,1152
38746,tomas-pekhart,10/11,Kwalifikacje do Ligi Europy,1,0,90
38746,tomas-pekhart,09/10,MOL Cup,1,0,90
38746,tomas-pekhart,09/10,Gambrinus Liga,14,4,700
38746,tomas-pekhart,09/10,Gambrinus Liga,0,0,0
38746,tomas-pekhart,08/09,Gambrinus Liga,13,2,395
38746,tomas-pekhart,08/09,Championship,9,1,320
38746,tomas-pekhart,08/09,EFL Cup,1,0,13
38746,tomas-pekhart,07/08,Viareggio,2,1,180
