season,date,sourceTeam,destTeam,marketValue,price
21/22,2022-06-30,Gornik Leczna,Pogon Szczecin,400000,End of loan
21/22,2021-08-31,Pogon Szczecin,Gornik Leczna,100000,loan transfer
18/19,2018-10-17,Pogon U19,Pogon Szczecin,-,-
17/18,2018-03-15,Pogon Youth,Pogon U19,-,-
