id,name,season,competition,gamesPlayed,goals,minutes
370555,dawid-blanik,22/23,Ekstraklasa,14,2,662
370555,dawid-blanik,22/23,Fortuna Puchar Polski,2,0,164
370555,dawid-blanik,22/23,3 Liga - Grupa IV,2,0,90
370555,dawid-blanik,21/22,Baraze o udzial w Ekstraklasie,2,0,126
370555,dawid-blanik,21/22,1 Liga,22,5,1585
370555,dawid-blanik,21/22,Fortuna Puchar Polski,2,2,155
370555,dawid-blanik,21/22,1 Liga,5,3,388
370555,dawid-blanik,20/21,1 Liga,17,2,871
370555,dawid-blanik,20/21,1 Liga,9,0,525
370555,dawid-blanik,20/21,3 Liga - Grupa II,6,0,355
370555,dawid-blanik,19/20,1 Liga,18,1,964
370555,dawid-blanik,19/20,Fortuna Puchar Polski,2,0,114
370555,dawid-blanik,18/19,Fortuna 1 Liga,12,1,830
370555,dawid-blanik,18/19,Fortuna Puchar Polski,1,0,26
370555,dawid-blanik,18/19,Ekstraklasa,8,0,155
370555,dawid-blanik,18/19,3 Liga - Grupa II,9,2,808
370555,dawid-blanik,18/19,Fortuna Puchar Polski,1,0,47
370555,dawid-blanik,17/18,Ekstraklasa,6,0,70
370555,dawid-blanik,17/18,3 Liga - Grupa II,3,0,216
370555,dawid-blanik,17/18,Nice 1 Liga,19,4,1541
370555,dawid-blanik,17/18,Fortuna Puchar Polski,2,0,180
370555,dawid-blanik,16/17,Nice 1 Liga,9,0,224
370555,dawid-blanik,16/17,Fortuna Puchar Polski,1,0,8
370555,dawid-blanik,15/16,eWinner 2 liga,12,1,633
370555,dawid-blanik,14/15,1 Liga,1,0,8
